task,comment,topic,cluster,cos_dist,eclu_dist,pred_topic
clinc,can we speak in german,change language,148,0.18869442,0.6143199,assistant capability inquiry
clinc,i want to use spanish with you,change language,71,0.17680258,0.5946471,language translation
clinc,please let's speak in spanish,change language,71,0.17093849,0.58470273,identity inquiry
clinc,please can we speak in dutch,change language,148,0.190732,0.6176278,assistant capability inquiry
clinc,can you make the default language swedish,change language,148,0.21581233,0.65698165,assistant's birthplace
clinc,is it possible to talk to you in mandarin,change language,148,0.19934964,0.6314266,language translation
clinc,would you understand me if i speak to you in navajo,change language,148,0.20953405,0.64735466,language translation
clinc,i'd like the language to be in spanish,change language,71,0.1756134,0.5926439,language translation
clinc,i'd like to use you using russian,change language,148,0.19177926,0.6193211,language translation
clinc,can i speak spanish to you hombre,change language,71,0.19052279,0.61728907,language translation
clinc,i want to start talking to you in swedish,change language,148,0.18431729,0.60715306,voice accent modification
clinc,can i get you to change your language setting to russian,change language,148,0.20907795,0.6466501,voice accent modification
clinc,please make your language setting norwegian,change language,148,0.20981789,0.64779305,language translation
clinc,i am going to speak english now,change language,148,0.1806655,0.60110825,language translation
clinc,i want to talk english,change language,148,0.18735713,0.61213934,language translation
clinc,we have to speak in english,change language,148,0.18597507,0.60987747,order process
clinc,speak in dutch,change language,148,0.18270487,0.6044915,order process
clinc,i want to speak to you in swiss german,change language,148,0.1819756,0.60328376,language translation
clinc,how long until my paycheck shows up,payday,19,0.27269614,0.7385069,next payment date
clinc,can you tell me the date of my last check,payday,19,0.25551528,0.71486413,checkbook request
clinc,what was the date when i last go paid,payday,19,0.24838501,0.7048192,next payment date
clinc,what's the date on my last pay stub,payday,19,0.26980603,0.734583,next payment date
clinc,when can i expect my paycheck,payday,19,0.2636819,0.7261983,next payment date
clinc,when is the next time i'll receive a paycheck,payday,19,0.2583536,0.7188237,next payment date
clinc,when did i last collect my salary,payday,19,0.25475848,0.71380454,salary inquiry
clinc,when do i next get paid,payday,19,0.25911164,0.7198772,next payment date
clinc,when is my paycheck arriving,payday,19,0.24828994,0.7046843,next payment date
clinc,what day is payday,payday,19,0.2478019,0.7039914,next payment date
clinc,do you know when my next check is coming,payday,19,0.25469452,0.71371514,next payment date
clinc,when do i get my next paycheck,payday,19,0.258677,0.7192733,next payment date
clinc,when's pay day for me,payday,19,0.25003195,0.70715225,next payment date
clinc,i need to know when i get paid next,payday,19,0.25200373,0.70993495,next payment date
clinc,when's my next pay day,payday,19,0.24422807,0.6988964,next payment date
clinc,what day's my pay coming next,payday,19,0.25210518,0.7100777,next payment date
clinc,when do i get paid for my work,payday,19,0.2589618,0.71966916,next payment date
clinc,look up when my payday is supposed to be,payday,19,0.25520223,0.7144261,next payment date
clinc,when can i expect to be paid,payday,19,0.2564069,0.7161104,next payment date
clinc,look up the date for my next payday,payday,19,0.25654328,0.71630067,next payment date
clinc,what day will i earn my payment from work,payday,19,0.25661838,0.7164055,next payment date
clinc,find out when my next upcoming payday will be,payday,19,0.26173306,0.7235097,next payment date
clinc,when is the next payday i can look forward to,payday,19,0.26161194,0.72334224,next payment date
clinc,what day can i expect to receive payment on,payday,19,0.2544344,0.7133506,next payment date
clinc,when will my next paycheck be coming,payday,19,0.25666404,0.7164692,next payment date
clinc,when will my payment be deposited,payday,19,0.252998,0.711334,next payment date
clinc,when do i get my next pay check,payday,19,0.2591833,0.71997684,next payment date
clinc,is it payday,payday,19,0.234658,0.68506664,next payment date
clinc,do you know when i'll receive my next paycheck,payday,19,0.2541783,0.7129913,next payment date
clinc,what date do i get paid,payday,19,0.2635138,0.72596663,next payment date
clinc,how long does it take for a credit card to be reissued and mailed to me,replacement card duration,103,0.27576554,0.74265146,credit card replacement details
clinc,can credit card companies expedite delivery of reissued credit cards,replacement card duration,103,0.27310222,0.7390566,credit card replacement details
clinc,how can i request a new credit card,replacement card duration,22,0.26203644,0.7239288,credit card application
clinc,i recently lost my credit card and need to know how long it takes to get a new one mailed to me,replacement card duration,103,0.27451456,0.7409651,credit card replacement details
clinc,i need to know the time it takes to get a new credit card sent to someone who lost theirs,replacement card duration,103,0.27358818,0.73971385,credit card replacement details
clinc,i lost my credit card recently  how long does take to get a new one in the mail,replacement card duration,103,0.2750255,0.7416544,credit card replacement details
clinc,what is amount of time it takes to get a new credit card i lost mine recently,replacement card duration,103,0.2686262,0.732975,credit card replacement details
clinc,what is the time frame for sending a customer who lost their credit card a new one,replacement card duration,103,0.2738377,0.74005103,credit card replacement details
clinc,will i get getting my new card anytime soon,replacement card duration,103,0.25191116,0.7098046,credit card replacement details
clinc,what is the shipping status of my replacement card,replacement card duration,103,0.25138497,0.70906264,order tracking
clinc,how long until i get my replacement card,replacement card duration,103,0.26114476,0.72269624,credit card replacement details
clinc,when is my new card expected to arrive,replacement card duration,103,0.24341816,0.6977367,credit card replacement details
clinc,is my replacement card due to arrive in the mail today,replacement card duration,103,0.256768,0.7166143,credit card replacement details
clinc,how long before my new card is mailed to me,replacement card duration,103,0.26513076,0.7281906,credit card replacement details
clinc,what is the shipping time for my card,replacement card duration,103,0.23525316,0.6859347,order tracking
clinc,how much time before my new card is mailed to me,replacement card duration,103,0.26309448,0.72538894,credit card replacement details
clinc,how long does it take to get a new credit card,replacement card duration,103,0.27369374,0.7398566,credit card replacement details
clinc,time to order and receive a new credit card,replacement card duration,103,0.2561248,0.71571624,credit card replacement details
clinc,when will i received a replacement card,replacement card duration,103,0.25880682,0.7194536,credit card replacement details
clinc,time to replace my credit card,replacement card duration,103,0.25943,0.72031957,credit card replacement details
clinc,how long before the replacement card is mailed to me,replacement card duration,103,0.2724617,0.7381894,credit card replacement details
clinc,how much longer before the card is mailed to me,replacement card duration,103,0.26267588,0.7248116,credit card replacement details
clinc,how long will it takes to get a new credit card,replacement card duration,103,0.27376032,0.7399466,credit card replacement details
clinc,what is the shipping wait for my card,replacement card duration,103,0.2386887,0.6909252,credit card replacement details
clinc,when will the replaecment card arrive,replacement card duration,103,0.25243425,0.71054107,credit card replacement details
clinc,let me know the wait on a replacement credit card,replacement card duration,103,0.26067346,0.72204363,credit card replacement details
clinc,let me know when the replacement card will arrive,replacement card duration,103,0.23408735,0.68423283,credit card replacement details
clinc,how soon can i expect a replacement card for my lost card to arrive,replacement card duration,103,0.2554196,0.7147304,credit card replacement details
clinc,i need you to tell me what time it is in new york now,time,25,0.21630561,0.65773195,timezone inquiry
clinc,"what time is it in adelaide, australia right now",time,25,0.2481606,0.70450073,timezone inquiry
clinc,is it after noon,time,25,0.22305983,0.667922,date inquiry
clinc,is it six o clock yet,time,25,0.22215557,0.66656685,date inquiry
clinc,please give me the time in tanzania at this moment,time,25,0.22868204,0.676287,timezone inquiry
clinc,can you tell me the current time in jamaica,time,25,0.24333614,0.69761896,timezone inquiry
clinc,"tell me the time in san francisco, please",time,25,0.21292567,0.6525729,timezone inquiry
clinc,"what time is it right now in adelaide, australia",time,25,0.24423313,0.6989037,timezone inquiry
clinc,what time is it in the eastern timezone,time,25,0.25263143,0.71081865,timezone inquiry
clinc,what time is it in the mountain timezone,time,25,0.23439789,0.68468666,timezone inquiry
clinc,what time is it in the greenwich timezone,time,0,0.2396586,0.6923274,timezone inquiry
clinc,what time is it in the central timezone,time,25,0.26255906,0.72465044,timezone inquiry
clinc,tell me what the time is in dallas,time,25,0.23377764,0.68378025,timezone inquiry
clinc,what is the current time in dallas,time,25,0.24708766,0.7029761,timezone inquiry
clinc,can you tell me what time it is in dallas,time,25,0.23674917,0.68811214,timezone inquiry
clinc,what time is it in dallas,time,25,0.24560457,0.7008634,timezone inquiry
clinc,tell time for another city: dallas,time,25,0.24136698,0.6947906,timezone inquiry
clinc,what time is it right now at home,time,25,0.2327168,0.6822269,date inquiry
clinc,what’s the time in new york,time,25,0.22369963,0.6688792,timezone inquiry
clinc,tell me the time in california,time,25,0.23102939,0.679749,timezone inquiry
clinc,tell me the time in las vegas,time,25,0.23306322,0.68273455,timezone inquiry
clinc,what is the time is central time zone,time,25,0.27688414,0.74415624,timezone inquiry
clinc,what is the time in the usa,time,25,0.22419429,0.66961825,timezone inquiry
clinc,what is the time in est,time,25,0.24261558,0.6965854,timezone inquiry
