task,comment,topic,pred_topic
clinc,please start calling me bob,change user name,user naming
clinc,change my name to bob,change user name,user naming
clinc,call me bob from now on,change user name,user naming
clinc,don't call me bill anymore - call me bob,change user name,user naming
clinc,i want you to call me bailey,change user name,user naming
clinc,don't call me anything besides bailey,change user name,user naming
clinc,refer to me as bailey,change user name,assistant naming
clinc,"address me as ""bailey",change user name,assistant naming
clinc,please call me bailey,change user name,user naming
clinc,can you call me a different name,change user name,user naming
clinc,could you call me a different name,change user name,user naming
clinc,"could you call me a different name, please",change user name,user naming
clinc,"could you call me by a different name, please",change user name,user naming
clinc,"can you call me a different name, please",change user name,user naming
clinc,"ai, my name is deb please use my name when you talk to me",change user name,user naming
clinc,ai answer my questions with my name first which is deb,change user name,assistant’s name inquiry
clinc,"ai, refer to me as deb when answering me",change user name,user naming
clinc,"ai, address me as deb when speaking to me",change user name,user naming
clinc,"ai, call me deb",change user name,user naming
clinc,change my name please,change user name,user naming
clinc,please go ahead and change my name,change user name,user naming
clinc,please switch my name,change user name,user naming
clinc,change name for me,change user name,user naming
clinc,my name is going to be sherlock,change user name,user naming
clinc,start calling me jake from now on,change user name,user naming
clinc,call me shane,change user name,user naming
clinc,i want you to call me sheldon,change user name,user naming
clinc,i want to be called timothy,change user name,user naming
clinc,call me mike from now on,change user name,user naming
clinc,where are you coming from,where are you from,assistant origin
clinc,from where do you come,where are you from,assistant origin
clinc,what place are you from,where are you from,assistant origin
clinc,where are you from originally,where are you from,assistant origin
clinc,"so, where do you come from",where are you from,assistant origin
clinc,so where do you come from originally,where are you from,assistant origin
clinc,where do you call home,where are you from,assistant origin
clinc,what's your home country,where are you from,assistant origin
clinc,where did you live before you moved here,where are you from,identity (human or AI)
clinc,are you from here or somewhere else originally,where are you from,identity (human or AI)
clinc,tell me where you're from,where are you from,assistant origin
clinc,what area did you come from,where are you from,assistant origin
clinc,what is your origin,where are you from,assistant origin
clinc,where was it you were born,where are you from,assistant origin
clinc,the place you were born is,where are you from,assistant origin
clinc,what location were you born,where are you from,assistant origin
clinc,where were you put together,where are you from,about the creator
clinc,where is your home planet,where are you from,assistant origin
clinc,where is your home town,where are you from,assistant origin
clinc,where were you thought of,where are you from,assistant origin
clinc,where do you originate from,where are you from,assistant origin
clinc,where have you come from,where are you from,assistant origin
clinc,where were you before,where are you from,current location
clinc,where were you processed,where are you from,assistant origin
clinc,what region were you born,where are you from,assistant origin
clinc,from where did you originate,where are you from,assistant origin
