comment,topic,pred_topic
fda approves pharma preterm birth drug embattled drugmaker pharmaceutical reported health reg,58,FDA Drug Approvals
acai berry weight loss confusing helen arsenault january talk mogul op,55,Weight Loss with Acai Berry
update fly fishing tip beginner ultimate guide learn fly fish pro,60,Fishing Regulation and Conservation
ufo paranormal terrorist bombing moscow airport,36,Moscow Airport Suicide Bombing
hawaii won release obama birth info,41,Social Media in Politics
horse racing oc tavern bar state offer track horse betting,94,Monetary Trends on NYSE Wall Street
starbucks size trente hold entire bottle wine enjoy,62,Health Benefits of Tanning and Coffee
super bowl recipe todd dirt dirt man shared recipe patch ve ta,87,Super Bowl Commercial Reviews
spicy food popular child quick thai style chicken soup will hit,87,Recipes and Healthy Eating
crystal clear kim kardashian single fucking idiot,72,Social Media in Politics
drug rehab work charlie sheen reportedly receiving help clearest benefit pat,68,Robert Kubica Injury
social network king speech aim oscar ap ap academy award voter poised set,88,Academy Award Nominees
real acai berry supplement deal rapid fast weight loss well ordered acai berry blast,55,Weight Loss with Acai Berry
watching extreme makeover don text drive,104,Extreme Makeover for Texting Awareness
gotta luv video jesse ventura strike lawsuit tsa,25,Jesse Ventura TSA Lawsuit
acai berry social bookmarking net acai berry latest weight loss buy acai berry best colon cleanse,55,Weight Loss with Acai Berry
worst best super bowl commercial video,99,Super Bowl Commercial Reviews
st andrew st michael school hold second annual bullying awareness conference,90,Cultural Awareness Initiatives
supreme court temporarily halt georgia execution,89,Supreme Court Privacy and Environmental Decisions
acai berry powder ehow acai berry powder acai berry extraordinarily,55,Weight Loss with Acai Berry
chicken vegetable herb brown rice,87,Recipes and Healthy Eating
egypt military secures famed antiquity museum,10,Museum Security Efforts
completely freaky sense sony xperia play commercial kind awesome creepy thumb superbowl,99,Super Bowl Commercial Reviews
love coke commercial dragon superbowl,99,Super Bowl Commercial Reviews
al jazeera thousand egyptian youth form human shield protect egyptian museum museum egypt jan,10,National Museum Looting
tceltics davis leaf game sun sore hamstring boston celtic nbanewsfeed,67,Sports-Related Concussions
street yemen day rage sanaa reuters yemeni,79,Yemen Political Protests
rahm emanuel ballot chicago alternet,21,Rahm Emanuel Mayoral Eligibility Case
judge rule health care law foxnews,22,Federal Health Care Reform Challenges
fishing striped bass ll fight hard fish pull force lake norman st,60,Fishing Regulation and Conservation
charlie rating soar big bonus short rehab,68,Gabrielle Giffords Recovery
cash college workshop tomorrow find location,97,Educational Scholarships
audi super bowl commercial online video audi,99,Super Bowl Commercial Reviews
fishing report jan illinois winter steelhead fishing good driftboaters cop,60,Fishing Regulation and Conservation
patrick asks obama intervene fishing regulation dispute,60,Fishing Regulation and Conservation
expert differ sanction debate,110,Supreme Court Privacy and Environmental Decisions
chipotle face ice inspection state reuters,80,Chipotle ICE Inspections
skinny burn fat,55,Weight Loss with Acai Berry
walmart embrace lady nutrition campaign,65,Weight Loss with Acai Berry
fishing rapala original floater fishing lure original floating rapala fished fishingkahuna,60,Fishing Regulation and Conservation
super bowl prediction volkswagen commercial force beat audi goodnight commercial seo,99,Super Bowl Commercial Reviews
autism awareness month education key bully,90,Cultural Awareness Initiatives
rioter destroy mummy egyptian museum cairo filed art culture history learning afric,10,National Museum Looting
bottega veneta rtw spring beautiful fashion art gt,46,Fashion Week Trends
mainenance fishing rod preserving rod read,60,Fishing Regulation and Conservation
lt gt acai berry lt gt weight loss side effect improvement,55,Weight Loss with Acai Berry
blizzard break chicago snow record inch expected,57,Chicago Blizzard Coverage
suicide bomber blamed moscow airport attack killed russian state tv report,36,Moscow Airport Suicide Bombing
save text save life don text driving text life imagine dream inspire,104,Extreme Makeover for Texting Awareness
ford paid shit load commercial air time superbowl,99,Super Bowl Commercial Reviews
smart money future mixed ahead data earnings market update stock future mi investing money,92,Stock Market Performance and Mergers
starbucks terrifying trenta cup hold entire bottle wine,62,Health Benefits of Tanning and Coffee
msn today joanna yeates suspect court,86,Joanna Yeates Murder Accusation
illinois state appeal court declared rahm emanuel ineligible mayor chicago born kenya,21,Rahm Emanuel Mayoral Eligibility Case
exactly acai berry diet pill wrk yahoo answer acai berry diet pill,55,Weight Loss with Acai Berry
buck belief nba concussion protocol three year ago ucla luc richard mbah moute sust,84,Sports-Related Concussions
tip help reduce energy bill control electricity save money power bill,27,Energy Conservation Tips
breaking news fluid buildup rep giffords brain will delay start full fledged rehabilitation hou,37,Gabrielle Giffords Recovery
toledo bend report chicken coop providing hot crappie action love bass fishing bu,60,Fishing Regulation and Conservation
rid bedbug,52,Health Benefits of Tanning and Coffee
favorite superbowl motorola xoom tablet swipe apple tonight,99,Super Bowl Commercial Reviews
awesome bold superbowl commercial seriously going consider xoom tablet ipad,99,Super Bowl Commercial Reviews
identity theft cost infographic,108,Identity Theft Awareness
tip fly fishing brook trout stream manual angler ten tip fly,60,Fishing Regulation and Conservation
sixth annual avnet tech game offer scholarship networking opportunity winning student will,97,Educational Scholarships
dorritos pepsi commercial tyrant superbowl commercial,99,Super Bowl Commercial Reviews
rite movie review fan movie deal battle good,14,Rite Movie Reviews
gang hunt journalist right worker egypt nytimes jatkhs,66,Egyptian Government Internet Restrictions
kardashians episode good,72,Oprah Winfrey Family Secret
social medium blast christina aguilera national anthem super bowl flub day social medium,75,Christina Aguilera's National Anthem Error
sinfully spicy easy easy eat reshmi chicken kebab roll indianfood recipe indianfastfood,87,Recipes and Healthy Eating
identity theft cost infographic online fraud crime rise mo,108,Identity Theft Awareness
commercial motorola xoom suck people apple tool sb superbowl,99,Super Bowl Commercial Reviews
white stripe breaking performance record winnipeg free press,17,White Stripes Band Breakup
mercedes benz class coupe sl amg roadster revealed superbowl commercial tmr,99,Super Bowl Commercial Reviews
murray congratulation djokovic winning men australianopen championship nice work going bed,71,Australian Flood Crisis
portman firth speech win sag award los angeles jan upi star king speech ho,88,Academy Award Nominees
police open fire yemen protester sanaa yemen ap witness police opened fire break,79,Yemen Political Protests
variety freshwater aquarium fish,60,Fishing Regulation and Conservation
save poptarts tmr chicago foot snow hour forecaster,57,Chicago Blizzard Coverage
rnc best shot knocking debt time race leading pack,100,Republican Party Initiatives
pound test bass fishing rod yahoo answer,60,Fishing Regulation and Conservation
watched solid acting anthony hopkins sr beauty alice braga rite view,14,Rite Movie Reviews
acai berry weight loss diet plan healthy weight reduction number diet plan,55,Weight Loss with Acai Berry
master phd scholarship university manitoba canada beasiswa scholarship,97,Educational Scholarships
best worm bait fishing thom conroy helium,60,Ice Fishing Events
acai berry work lose weight lose weight heard acai berry pe,55,Weight Loss with Acai Berry
journalist targeted pro mubarak force egypt video,66,Egyptian Government Internet Restrictions
bbc news king speech lead oscar field,88,Academy Award Nominees
student juvenile arthritis apply college scholarship staff report arthritis foundation,97,Educational Scholarships
love ncis arc outcome funeral,77,NCIS Show Fandom
leon payn bottega veneta coming,46,Fashion Week Trends
egypt protest gauntlet officer beating stick,66,Egyptian Government Internet Restrictions
yemen president quit february updated,79,Yemen Political Protests
