task,comment,topic,pred_topic
clinc,"flip a coin, i'm heads",flip coin,coin flip
clinc,"flip a coin, heads",flip coin,coin flip
clinc,"flip us a coin, i call heads",flip coin,coin flip
clinc,"flip a coin, you're tails and i'm heads",flip coin,coin flip
clinc,give me a coin toss result,flip coin,coin flip
clinc,"flip the coin, i choose heads",flip coin,coin flip
clinc,bob is my name now,change user name,change user name
clinc,please start calling me bob,change user name,change user name
clinc,change my name to bob,change user name,change user name
clinc,call me bob from now on,change user name,change user name
clinc,don't call me bill anymore - call me bob,change user name,change user name
clinc,i want you to call me bailey,change user name,change user name
clinc,don't call me anything besides bailey,change user name,AI nickname
clinc,refer to me as bailey,change user name,restaurant reservations
clinc,"address me as ""bailey",change user name,restaurant reservations
clinc,please call me bailey,change user name,change user name
clinc,can you call me a different name,change user name,change user name
clinc,could you call me a different name,change user name,change user name
clinc,"could you call me a different name, please",change user name,change user name
clinc,"could you call me by a different name, please",change user name,change user name
clinc,"can you call me a different name, please",change user name,change user name
clinc,"ai, my name is deb please use my name when you talk to me",change user name,change user name
clinc,ai answer my questions with my name first which is deb,change user name,change user name
clinc,"ai, refer to me as deb when answering me",change user name,change user name
clinc,"ai, address me as deb when speaking to me",change user name,change user name
clinc,"ai, call me deb",change user name,change user name
clinc,change my name please,change user name,change user name
clinc,please go ahead and change my name,change user name,change user name
clinc,please switch my name,change user name,change user name
clinc,change name for me,change user name,change user name
clinc,my name is going to be sherlock,change user name,change user name
clinc,start calling me jake from now on,change user name,change user name
clinc,call me shane,change user name,change user name
clinc,i want you to call me sheldon,change user name,change user name
clinc,i want to be called timothy,change user name,change user name
clinc,call me mike from now on,change user name,change user name
clinc,where are you coming from,where are you from,AI origins
clinc,from where do you come,where are you from,AI origins
clinc,what place are you from,where are you from,AI origins
clinc,where are you from originally,where are you from,AI origins
clinc,"so, where do you come from",where are you from,AI origins
clinc,so where do you come from originally,where are you from,AI origins
clinc,where do you call home,where are you from,AI origins
clinc,what's your home country,where are you from,AI origins
clinc,where did you live before you moved here,where are you from,AI origins
clinc,are you from here or somewhere else originally,where are you from,AI origins
clinc,tell me where you're from,where are you from,AI origins
clinc,what area did you come from,where are you from,AI origins
clinc,what is your origin,where are you from,AI origins
clinc,where was it you were born,where are you from,AI origins
